subject,session_index,rep,H.dot,UD.dot.e,DD.dot.e,H.e,UD.e.g,DD.e.g,H.g,UD.g.o,DD.g.o,H.o,UD.o.one,DD.o.one,H.one,UD.one.B,DD.one.B,H.B,UD.B.u,DD.B.u,H.u,UD.u.s,DD.u.s,H.s,UD.s.l,DD.s.l,H.l,UD.l.i,DD.l.i,H.i,UD.i.x,DD.i.x,H.x
kasia,9,126,0.11778,0.14912,0.26763,0.10049,0.1183,0.21978,0.09996,0.01001,0.10997,0.07745,0.15433,0.23179,0.08585,0.16406,0.25035,0.08601,0.08605,0.17286,0.08144,0.03733,0.11877,0.09106,0.03649,0.12755,0.08656,0.10016,0.18672,0.06871,0.03618,0.10488,0.08185
kasia,9,127,0.08591,0.14599,0.2319,0.07641,0.26963,0.34642,0.10747,0.04736,0.15483,0.0578,0.16412,0.22291,0.08612,0.36068,0.4468,0.11364,0.02796,0.1416,0.08166,0.03642,0.11846,0.09137,0.06365,0.15533,0.08099,0.09625,0.17761,0.06752,0.02286,0.09138,0.08564
kasia,9,128,0.08239,0.73647,0.81987,0.06397,0.13107,0.19505,0.06332,0.01629,0.08108,0.07871,0.10463,0.18371,0.11121,0.11168,0.2239,0.21582,0.10414,0.03106,0.02696,0.0517,0.11167,0.0842,0.08045,0.16465,0.10793,0.11199,0.21993,0.08381,0.03977,0.12359,0.10011
kasia,9,129,0.09608,0.05623,0.15231,0.06355,0.13624,0.19978,0.06681,0.0324,0.10009,0.07229,0.11269,0.18399,0.09192,0.16416,0.25608,0.24022,0.07607,0.02375,0.09653,0.07074,0.19102,0.07617,0.07137,0.14879,0.09656,0.11489,0.21146,0.07202,0.0759,0.14893,0.10762
kasia,9,130,0.08688,0.67224,0.76018,0.0923,0.74408,0.83638,0.07452,0.0323,0.10746,0.0432,0.14771,0.1918,0.06745,0.12,0.18846,0.21568,0.09568,0.03557,0.03874,0.06352,0.14033,0.0998,0.06006,0.15986,0.07217,0.13288,0.20505,0.07074,0.01947,0.09021,0.09149
kasia,9,131,0.0872,0.04317,0.1314,0.09697,0.15543,0.2524,0.08316,0.0439,0.12789,0.07658,0.09167,0.16825,0.11447,0.12393,0.23958,0.14841,0.02448,0.0155,0.04781,0.24886,0.31217,0.08778,0.0205,0.10827,0.08664,0.10531,0.19195,0.08365,0.02445,0.1081,0.11563
kasia,9,132,0.09582,0.50461,0.60143,0.07136,0.12384,0.1952,0.05529,0.58934,0.64463,0.07473,0.64038,0.71511,0.07073,0.25231,0.32404,0.32804,0.07573,0.02007,0.05153,0.08392,0.15552,0.06013,0.06748,0.1286,0.08772,0.10871,0.19642,0.0538,0.06553,0.12033,0.09045
kasia,9,133,0.07493,0.09155,0.16734,0.07974,0.1282,0.20894,0.07086,0.01654,0.08841,0.06835,0.0942,0.16255,0.1044,0.27626,0.38097,0.09632,0.05568,0.152,0.08337,0.07181,0.15608,0.06372,0.09184,0.15556,0.09663,0.18863,0.28925,0.08316,0.06032,0.14347,0.09592
kasia,9,134,0.10663,0.02084,0.12847,0.07953,0.12041,0.19994,0.08355,0.05608,0.13963,0.02797,0.28842,0.31639,0.04767,0.60783,0.65551,0.74018,0.13235,0.01174,0.06251,0.05532,0.13104,0.08735,0.41712,0.50562,0.03076,0.40822,0.43897,0.07164,0.08296,0.15559,0.08805
kasia,9,135,0.09648,0.03615,0.13263,0.06768,0.14366,0.21234,0.19178,0.04712,0.02763,0.05529,0.14012,0.22498,0.11884,0.31563,0.43546,0.40827,0.09265,0.02672,0.03629,0.03532,0.09881,0.08338,0.11971,0.20409,0.09928,0.11953,0.22009,0.20821,0.08867,0.01135,0.09235
kasia,9,136,0.09476,0.0606,0.15536,0.06738,0.1125,0.17989,0.08816,0.02004,0.1082,0.068,0.09137,0.15937,0.10897,0.0999,0.20887,0.19502,0.09512,0.02706,0.0273,0.11637,0.17274,0.04767,0.592,0.63967,0.06326,0.14371,0.20796,0.08302,0.02796,0.11199,0.06694
kasia,9,137,0.11611,0.07606,0.19217,0.06744,0.14849,0.21593,0.08696,0.04916,0.13612,0.07658,0.06274,0.13932,0.11287,0.3397,0.45257,0.43984,0.10014,0.02343,0.05176,0.06043,0.13661,0.08712,0.07276,0.15987,0.11828,0.12796,0.24724,0.08433,0.07102,0.15535,0.08739
martyna,1,1,0.10075,0.17348,0.27571,0.19503,0.2888,0.48484,0.14688,0.44748,0.59536,0.15285,1.09097,1.24532,0.13162,0.73561,0.8687,0.12576,0.5244,0.65158,0.08135,0.2881,0.37058,0.13208,0.04587,0.17907,0.10555,0.16031,0.26686,0.12672,0.24259,0.37032,0.13496
